invoice_id,account_id,subscription_id,invoice_date,paid_at,status,currency
inv_000050,acct_0050,sub_0050,2026-02-22,2026-02-22T12:00:00Z,paid,USD
inv_000051,acct_0051,sub_0051,2026-02-23,2026-02-23T12:00:00Z,paid,USD
inv_000052,acct_0052,sub_0052,2026-02-24,2026-02-24T12:00:00Z,paid,USD
inv_000053,acct_0053,sub_0053,2026-02-25,2026-02-25T12:00:00Z,paid,USD
inv_000054,acct_0054,sub_0054,2026-02-26,2026-02-26T12:00:00Z,paid,USD
inv_000055,acct_0055,sub_0055,2026-02-27,2026-02-27T12:00:00Z,paid,USD
inv_000056,acct_0056,sub_0056,2026-02-28,2026-02-28T12:00:00Z,paid,USD
inv_000057,acct_0057,sub_0057,2026-02-01,2026-02-01T12:00:00Z,paid,USD
inv_000058,acct_0058,sub_0058,2026-02-02,2026-02-02T12:00:00Z,paid,USD
inv_000059,acct_0059,sub_0059,2026-02-03,2026-02-03T12:00:00Z,paid,USD
inv_000060,acct_0060,sub_0060,2026-02-04,2026-02-04T12:00:00Z,paid,USD
inv_000061,acct_0061,sub_0061,2026-02-05,2026-02-05T12:00:00Z,paid,USD
inv_000062,acct_0062,sub_0062,2026-02-06,2026-02-06T12:00:00Z,paid,USD
inv_000063,acct_0063,sub_0063,2026-02-07,2026-02-07T12:00:00Z,paid,USD
inv_000064,acct_0064,sub_0064,2026-02-08,2026-02-08T12:00:00Z,paid,USD
inv_000065,acct_0065,sub_0065,2026-02-09,2026-02-09T12:00:00Z,paid,USD
inv_000066,acct_0066,sub_0066,2026-02-10,2026-02-10T12:00:00Z,paid,USD
inv_000067,acct_0067,sub_0067,2026-02-11,2026-02-11T12:00:00Z,paid,USD
inv_000068,acct_0068,sub_0068,2026-02-12,2026-02-12T12:00:00Z,paid,USD
inv_000069,acct_0069,sub_0069,2026-02-13,2026-02-13T12:00:00Z,paid,USD
inv_000070,acct_0070,sub_0070,2026-02-14,2026-02-14T12:00:00Z,paid,USD
inv_000071,acct_0071,sub_0071,2026-02-15,2026-02-15T12:00:00Z,paid,USD
inv_000072,acct_0072,sub_0072,2026-02-16,2026-02-16T12:00:00Z,paid,USD
inv_000073,acct_0073,sub_0073,2026-02-17,2026-02-17T12:00:00Z,paid,USD
inv_000074,acct_0074,sub_0074,2026-02-18,2026-02-18T12:00:00Z,paid,USD
inv_000075,acct_0075,sub_0075,2026-02-19,2026-02-19T12:00:00Z,paid,USD
inv_000076,acct_0076,sub_0076,2026-02-20,2026-02-20T12:00:00Z,paid,USD
inv_000077,acct_0077,sub_0077,2026-02-21,2026-02-21T12:00:00Z,paid,USD
inv_000078,acct_0078,sub_0078,2026-02-22,2026-02-22T12:00:00Z,paid,USD
inv_000079,acct_0079,sub_0079,2026-02-23,2026-02-23T12:00:00Z,paid,USD
inv_000080,acct_0080,sub_0080,2026-02-24,2026-02-24T12:00:00Z,paid,USD
inv_000081,acct_0081,sub_0081,2026-02-25,2026-02-25T12:00:00Z,paid,USD
inv_000082,acct_0082,sub_0082,2026-02-26,2026-02-26T12:00:00Z,paid,USD
inv_000083,acct_0083,sub_0083,2026-02-27,2026-02-27T12:00:00Z,paid,USD
inv_000084,acct_0084,sub_0084,2026-02-28,2026-02-28T12:00:00Z,paid,USD
inv_000085,acct_0085,sub_0085,2026-02-01,2026-02-01T12:00:00Z,paid,USD
inv_000086,acct_0086,sub_0086,2026-02-02,2026-02-02T12:00:00Z,paid,USD
inv_000087,acct_0087,sub_0087,2026-02-03,2026-02-03T12:00:00Z,paid,USD
inv_000088,acct_0088,sub_0088,2026-02-04,2026-02-04T12:00:00Z,paid,USD
inv_000089,acct_0089,sub_0089,2026-02-05,2026-02-05T12:00:00Z,paid,USD
inv_000090,acct_0090,sub_0090,2026-02-06,2026-02-06T12:00:00Z,paid,USD
inv_000091,acct_0091,sub_0091,2026-02-07,2026-02-07T12:00:00Z,paid,USD
inv_000092,acct_0092,sub_0092,2026-02-08,2026-02-08T12:00:00Z,paid,USD
inv_000093,acct_0093,sub_0093,2026-02-09,2026-02-09T12:00:00Z,paid,USD
inv_000094,acct_0094,sub_0094,2026-02-10,2026-02-10T12:00:00Z,paid,USD
inv_000095,acct_0095,sub_0095,2026-02-11,2026-02-11T12:00:00Z,paid,USD
inv_000096,acct_0096,sub_0096,2026-02-12,2026-02-12T12:00:00Z,paid,USD
inv_000097,acct_0097,sub_0097,2026-02-13,2026-02-13T12:00:00Z,paid,USD
inv_000098,acct_0098,sub_0098,2026-02-14,2026-02-14T12:00:00Z,paid,USD
inv_000099,acct_0099,sub_0099,2026-02-15,2026-02-15T12:00:00Z,paid,USD
inv_000100,acct_0100,sub_0100,2026-02-16,2026-02-16T12:00:00Z,paid,USD
inv_000101,acct_0101,sub_0101,2026-02-17,2026-02-17T12:00:00Z,paid,USD
inv_000102,acct_0102,sub_0102,2026-02-18,2026-02-18T12:00:00Z,paid,USD
inv_000103,acct_0103,sub_0103,2026-02-19,2026-02-19T12:00:00Z,paid,USD
inv_000104,acct_0104,sub_0104,2026-02-20,2026-02-20T12:00:00Z,paid,USD
inv_000105,acct_0105,sub_0105,2026-02-21,2026-02-21T12:00:00Z,paid,USD
inv_000106,acct_0106,sub_0106,2026-02-22,2026-02-22T12:00:00Z,paid,USD
inv_000107,acct_0107,sub_0107,2026-02-23,2026-02-23T12:00:00Z,paid,USD
inv_000108,acct_0108,sub_0108,2026-02-24,2026-02-24T12:00:00Z,paid,USD
inv_000109,acct_0109,sub_0109,2026-02-25,2026-02-25T12:00:00Z,paid,USD
inv_000110,acct_0110,sub_0110,2026-02-26,2026-02-26T12:00:00Z,paid,USD
inv_000111,acct_0111,sub_0111,2026-02-27,2026-02-27T12:00:00Z,paid,USD
inv_000112,acct_0112,sub_0112,2026-02-28,2026-02-28T12:00:00Z,paid,USD
inv_000113,acct_0113,sub_0113,2026-02-01,2026-02-01T12:00:00Z,paid,USD
inv_000114,acct_0114,sub_0114,2026-02-02,2026-02-02T12:00:00Z,paid,USD
inv_000115,acct_0115,sub_0115,2026-02-03,2026-02-03T12:00:00Z,paid,USD
inv_000116,acct_0116,sub_0116,2026-02-04,2026-02-04T12:00:00Z,paid,USD
inv_000117,acct_0117,sub_0117,2026-02-05,2026-02-05T12:00:00Z,paid,USD
inv_000118,acct_0118,sub_0118,2026-02-06,2026-02-06T12:00:00Z,paid,USD
inv_000119,acct_0119,sub_0119,2026-02-07,2026-02-07T12:00:00Z,paid,USD
inv_000120,acct_0120,sub_0120,2026-02-08,2026-02-08T12:00:00Z,paid,USD
inv_000121,acct_0121,sub_0121,2025-01-09,2025-01-09T12:00:00Z,paid,USD
inv_000122,acct_0122,sub_0122,2025-03-10,2025-03-10T12:00:00Z,open,USD
inv_000123,acct_0123,sub_0123,2025-03-11,2025-03-11T12:00:00Z,draft,USD
inv_000124,acct_0124,sub_0124,2025-04-12,2025-04-12T12:00:00Z,void,USD
inv_000125,acct_0125,sub_0125,2025-05-13,2025-05-13T12:00:00Z,failed,USD
inv_000126,acct_0126,sub_0126,2025-06-14,2025-06-14T12:00:00Z,paid,USD
inv_000127,acct_0127,sub_0127,2025-07-15,2025-07-15T12:00:00Z,open,USD
inv_000128,acct_0128,sub_0128,2025-08-16,2025-08-16T12:00:00Z,draft,USD
inv_000129,acct_0129,sub_0129,2025-09-17,2025-09-17T12:00:00Z,void,USD
inv_000130,acct_0130,sub_0130,2025-10-18,2025-10-18T12:00:00Z,failed,USD
inv_000131,acct_0131,sub_0131,2025-01-19,2025-01-19T12:00:00Z,paid,USD
inv_000132,acct_0132,sub_0132,2025-03-20,2025-03-20T12:00:00Z,open,USD
inv_000133,acct_0133,sub_0133,2025-03-21,2025-03-21T12:00:00Z,draft,USD
inv_000134,acct_0134,sub_0134,2025-04-22,2025-04-22T12:00:00Z,void,USD
inv_000135,acct_0135,sub_0135,2025-05-23,2025-05-23T12:00:00Z,failed,USD
inv_000136,acct_0136,sub_0136,2025-06-24,2025-06-24T12:00:00Z,paid,USD
inv_000137,acct_0137,sub_0137,2025-07-25,2025-07-25T12:00:00Z,open,USD
inv_000138,acct_0138,sub_0138,2025-08-26,2025-08-26T12:00:00Z,draft,USD
inv_000139,acct_0139,sub_0139,2025-09-27,2025-09-27T12:00:00Z,void,USD
inv_000140,acct_0140,sub_0140,2025-10-28,2025-10-28T12:00:00Z,failed,USD
inv_000141,acct_0141,sub_0141,2025-01-01,2025-01-01T12:00:00Z,paid,USD
inv_000142,acct_0142,sub_0142,2025-03-02,2025-03-02T12:00:00Z,open,USD
inv_000143,acct_0143,sub_0143,2025-03-03,2025-03-03T12:00:00Z,draft,USD
inv_000144,acct_0144,sub_0144,2025-04-04,2025-04-04T12:00:00Z,void,USD
inv_000145,acct_0145,sub_0145,2025-05-05,2025-05-05T12:00:00Z,failed,USD
inv_000146,acct_0146,sub_0146,2025-06-06,2025-06-06T12:00:00Z,paid,USD
inv_000147,acct_0147,sub_0147,2025-07-07,2025-07-07T12:00:00Z,open,USD
inv_000148,acct_0148,sub_0148,2025-08-08,2025-08-08T12:00:00Z,draft,USD
inv_000149,acct_0149,sub_0149,2025-09-09,2025-09-09T12:00:00Z,void,USD
inv_000150,acct_0150,sub_0150,2025-10-10,2025-10-10T12:00:00Z,failed,USD
inv_000151,acct_0151,sub_0151,2025-01-11,2025-01-11T12:00:00Z,paid,USD
inv_000152,acct_0152,sub_0152,2025-03-12,2025-03-12T12:00:00Z,open,USD
inv_000153,acct_0153,sub_0153,2025-03-13,2025-03-13T12:00:00Z,draft,USD
inv_000154,acct_0154,sub_0154,2025-04-14,2025-04-14T12:00:00Z,void,USD
inv_000155,acct_0155,sub_0155,2025-05-15,2025-05-15T12:00:00Z,failed,USD
inv_000156,acct_0156,sub_0156,2025-06-16,2025-06-16T12:00:00Z,paid,USD
inv_000157,acct_0157,sub_0157,2025-07-17,2025-07-17T12:00:00Z,open,USD
inv_000158,acct_0158,sub_0158,2025-08-18,2025-08-18T12:00:00Z,draft,USD
inv_000159,acct_0159,sub_0159,2025-09-19,2025-09-19T12:00:00Z,void,USD
inv_000160,acct_0160,sub_0160,2025-10-20,2025-10-20T12:00:00Z,failed,USD
inv_000161,acct_0161,sub_0161,2025-01-21,2025-01-21T12:00:00Z,paid,USD
inv_000162,acct_0162,sub_0162,2025-03-22,2025-03-22T12:00:00Z,open,USD
inv_000163,acct_0163,sub_0163,2025-03-23,2025-03-23T12:00:00Z,draft,USD
inv_000164,acct_0164,sub_0164,2025-04-24,2025-04-24T12:00:00Z,void,USD
inv_000165,acct_0165,sub_0165,2025-05-25,2025-05-25T12:00:00Z,failed,USD
inv_000166,acct_0166,sub_0166,2025-06-26,2025-06-26T12:00:00Z,paid,USD
inv_000167,acct_0167,sub_0167,2025-07-27,2025-07-27T12:00:00Z,open,USD
inv_000168,acct_0168,sub_0168,2025-08-28,2025-08-28T12:00:00Z,draft,USD
inv_000169,acct_0169,sub_0169,2025-09-01,2025-09-01T12:00:00Z,void,USD
inv_000170,acct_0170,sub_0170,2025-10-02,2025-10-02T12:00:00Z,failed,USD
inv_000171,acct_0171,sub_0171,2025-01-03,2025-01-03T12:00:00Z,paid,USD
inv_000172,acct_0172,sub_0172,2025-03-04,2025-03-04T12:00:00Z,open,USD
inv_000173,acct_0173,sub_0173,2025-03-05,2025-03-05T12:00:00Z,draft,USD
inv_000174,acct_0174,sub_0174,2025-04-06,2025-04-06T12:00:00Z,void,USD
inv_000175,acct_0175,sub_0175,2025-05-07,2025-05-07T12:00:00Z,failed,USD
inv_000176,acct_0176,sub_0176,2025-06-08,2025-06-08T12:00:00Z,paid,USD
inv_000177,acct_0177,sub_0177,2025-07-09,2025-07-09T12:00:00Z,open,USD
inv_000178,acct_0178,sub_0178,2025-08-10,2025-08-10T12:00:00Z,draft,USD
inv_000179,acct_0179,sub_0179,2025-09-11,2025-09-11T12:00:00Z,void,USD
inv_000180,acct_0180,sub_0180,2025-10-12,2025-10-12T12:00:00Z,failed,USD
inv_000181,acct_0181,sub_0181,2025-01-13,2025-01-13T12:00:00Z,paid,USD
inv_000182,acct_0182,sub_0182,2025-03-14,2025-03-14T12:00:00Z,open,USD
inv_000183,acct_0183,sub_0183,2025-03-15,2025-03-15T12:00:00Z,draft,USD
inv_000184,acct_0184,sub_0184,2025-04-16,2025-04-16T12:00:00Z,void,USD
inv_000185,acct_0185,sub_0185,2025-05-17,2025-05-17T12:00:00Z,failed,USD
inv_000186,acct_0186,sub_0186,2025-06-18,2025-06-18T12:00:00Z,paid,USD
inv_000187,acct_0187,sub_0187,2025-07-19,2025-07-19T12:00:00Z,open,USD
inv_000188,acct_0188,sub_0188,2025-08-20,2025-08-20T12:00:00Z,draft,USD
inv_000189,acct_0189,sub_0189,2025-09-21,2025-09-21T12:00:00Z,void,USD
inv_000190,acct_0190,sub_0190,2025-10-22,2025-10-22T12:00:00Z,failed,USD
inv_000191,acct_0191,sub_0191,2025-01-23,2025-01-23T12:00:00Z,paid,USD
inv_000192,acct_0192,sub_0192,2025-03-24,2025-03-24T12:00:00Z,open,USD
inv_000193,acct_0193,sub_0193,2025-03-25,2025-03-25T12:00:00Z,draft,USD
inv_000194,acct_0194,sub_0194,2025-04-26,2025-04-26T12:00:00Z,void,USD
inv_000195,acct_0195,sub_0195,2025-05-27,2025-05-27T12:00:00Z,failed,USD
inv_000196,acct_0196,sub_0196,2025-06-28,2025-06-28T12:00:00Z,paid,USD
inv_000197,acct_0197,sub_0197,2025-07-01,2025-07-01T12:00:00Z,open,USD
inv_000198,acct_0198,sub_0198,2025-08-02,2025-08-02T12:00:00Z,draft,USD
inv_000199,acct_0001,sub_0199,2025-09-03,2025-09-03T12:00:00Z,void,USD
inv_000200,acct_0002,sub_0200,2025-10-04,2025-10-04T12:00:00Z,failed,USD
inv_000201,acct_0003,sub_0201,2025-01-05,2025-01-05T12:00:00Z,paid,USD
inv_000202,acct_0004,sub_0202,2025-03-06,2025-03-06T12:00:00Z,open,USD
inv_000203,acct_0005,sub_0203,2025-03-07,2025-03-07T12:00:00Z,draft,USD
inv_000204,acct_0006,sub_0204,2025-04-08,2025-04-08T12:00:00Z,void,USD
inv_000205,acct_0007,sub_0205,2025-05-09,2025-05-09T12:00:00Z,failed,USD
inv_000206,acct_0008,sub_0206,2025-06-10,2025-06-10T12:00:00Z,paid,USD
inv_000207,acct_0009,sub_0207,2025-07-11,2025-07-11T12:00:00Z,open,USD
inv_000208,acct_0010,sub_0208,2025-08-12,2025-08-12T12:00:00Z,draft,USD
inv_000209,acct_0011,sub_0209,2025-09-13,2025-09-13T12:00:00Z,void,USD
inv_000210,acct_0012,sub_0210,2025-10-14,2025-10-14T12:00:00Z,failed,USD
inv_000211,acct_0013,sub_0211,2025-01-15,2025-01-15T12:00:00Z,paid,USD
inv_000212,acct_0014,sub_0212,2025-03-16,2025-03-16T12:00:00Z,open,USD
inv_000213,acct_0015,sub_0213,2025-03-17,2025-03-17T12:00:00Z,draft,USD
inv_000214,acct_0016,sub_0214,2025-04-18,2025-04-18T12:00:00Z,void,USD
inv_000215,acct_0017,sub_0215,2025-05-19,2025-05-19T12:00:00Z,failed,USD
inv_000216,acct_0018,sub_0216,2025-06-20,2025-06-20T12:00:00Z,paid,USD
inv_000217,acct_0019,sub_0217,2025-07-21,2025-07-21T12:00:00Z,open,USD
inv_000218,acct_0020,sub_0218,2025-08-22,2025-08-22T12:00:00Z,draft,USD
inv_000219,acct_0021,sub_0219,2025-09-23,2025-09-23T12:00:00Z,void,USD
inv_000220,acct_0022,sub_0220,2025-10-24,2025-10-24T12:00:00Z,failed,USD
inv_000221,acct_0023,sub_0221,2025-01-25,2025-01-25T12:00:00Z,paid,USD
inv_000222,acct_0024,sub_0222,2025-03-26,2025-03-26T12:00:00Z,open,USD
inv_000223,acct_0025,sub_0223,2025-03-27,2025-03-27T12:00:00Z,draft,USD
inv_000224,acct_0026,sub_0224,2025-04-28,2025-04-28T12:00:00Z,void,USD
inv_000225,acct_0027,sub_0225,2025-05-01,2025-05-01T12:00:00Z,failed,USD
inv_000226,acct_0028,sub_0226,2025-06-02,2025-06-02T12:00:00Z,paid,USD
inv_000227,acct_0029,sub_0227,2025-07-03,2025-07-03T12:00:00Z,open,USD
inv_000228,acct_0030,sub_0228,2025-08-04,2025-08-04T12:00:00Z,draft,USD
inv_000229,acct_0031,sub_0229,2025-09-05,2025-09-05T12:00:00Z,void,USD
inv_000230,acct_0032,sub_0230,2025-10-06,2025-10-06T12:00:00Z,failed,USD
inv_000231,acct_0033,sub_0231,2025-01-07,2025-01-07T12:00:00Z,paid,USD
inv_000232,acct_0034,sub_0232,2025-03-08,2025-03-08T12:00:00Z,open,USD
inv_000233,acct_0035,sub_0233,2025-03-09,2025-03-09T12:00:00Z,draft,USD
inv_000234,acct_0036,sub_0234,2025-04-10,2025-04-10T12:00:00Z,void,USD
inv_000235,acct_0037,sub_0235,2025-05-11,2025-05-11T12:00:00Z,failed,USD
inv_000236,acct_0038,sub_0236,2025-06-12,2025-06-12T12:00:00Z,paid,USD
inv_000237,acct_0039,sub_0237,2025-07-13,2025-07-13T12:00:00Z,open,USD
inv_000238,acct_0040,sub_0238,2025-08-14,2025-08-14T12:00:00Z,draft,USD
inv_000239,acct_0041,sub_0239,2025-09-15,2025-09-15T12:00:00Z,void,USD
inv_000240,acct_0042,sub_0240,2025-10-16,2025-10-16T12:00:00Z,failed,USD
inv_000241,acct_0043,sub_0241,2025-01-17,2025-01-17T12:00:00Z,paid,USD
inv_000242,acct_0044,sub_0242,2025-03-18,2025-03-18T12:00:00Z,open,USD
inv_000243,acct_0045,sub_0243,2025-03-19,2025-03-19T12:00:00Z,draft,USD
inv_000244,acct_0046,sub_0244,2025-04-20,2025-04-20T12:00:00Z,void,USD
inv_000245,acct_0047,sub_0245,2025-05-21,2025-05-21T12:00:00Z,failed,USD
inv_000246,acct_0048,sub_0246,2025-06-22,2025-06-22T12:00:00Z,paid,USD
inv_000247,acct_0049,sub_0247,2025-07-23,2025-07-23T12:00:00Z,open,USD
inv_000248,acct_0050,sub_0248,2025-08-24,2025-08-24T12:00:00Z,draft,USD
inv_000249,acct_0051,sub_0249,2025-09-25,2025-09-25T12:00:00Z,void,USD
inv_000250,acct_0052,sub_0250,2025-10-26,2025-10-26T12:00:00Z,failed,USD
inv_000251,acct_0053,sub_0251,2025-01-27,2025-01-27T12:00:00Z,paid,USD
inv_000252,acct_0054,sub_0252,2025-03-28,2025-03-28T12:00:00Z,open,USD
inv_000253,acct_0055,sub_0253,2025-03-01,2025-03-01T12:00:00Z,draft,USD
inv_000254,acct_0056,sub_0254,2025-04-02,2025-04-02T12:00:00Z,void,USD
inv_000255,acct_0057,sub_0255,2025-05-03,2025-05-03T12:00:00Z,failed,USD
inv_000256,acct_0058,sub_0256,2025-06-04,2025-06-04T12:00:00Z,paid,USD
inv_000257,acct_0059,sub_0257,2025-07-05,2025-07-05T12:00:00Z,open,USD
inv_000258,acct_0060,sub_0258,2025-08-06,2025-08-06T12:00:00Z,draft,USD
inv_000259,acct_0061,sub_0259,2025-09-07,2025-09-07T12:00:00Z,void,USD
inv_000260,acct_0062,sub_0260,2025-10-08,2025-10-08T12:00:00Z,failed,USD
inv_000261,acct_0063,sub_0261,2025-01-09,2025-01-09T12:00:00Z,paid,USD
inv_000262,acct_0064,sub_0262,2025-03-10,2025-03-10T12:00:00Z,open,USD
inv_000263,acct_0065,sub_0263,2025-03-11,2025-03-11T12:00:00Z,draft,USD
inv_000264,acct_0066,sub_0264,2025-04-12,2025-04-12T12:00:00Z,void,USD
inv_000265,acct_0067,sub_0265,2025-05-13,2025-05-13T12:00:00Z,failed,USD
inv_000266,acct_0068,sub_0266,2025-06-14,2025-06-14T12:00:00Z,paid,USD
inv_000267,acct_0069,sub_0267,2025-07-15,2025-07-15T12:00:00Z,open,USD
inv_000268,acct_0070,sub_0268,2025-08-16,2025-08-16T12:00:00Z,draft,USD
inv_000269,acct_0071,sub_0269,2025-09-17,2025-09-17T12:00:00Z,void,USD
inv_000270,acct_0072,sub_0270,2025-10-18,2025-10-18T12:00:00Z,failed,USD
inv_000271,acct_0073,sub_0271,2025-01-19,2025-01-19T12:00:00Z,paid,USD
inv_000272,acct_0074,sub_0272,2025-03-20,2025-03-20T12:00:00Z,open,USD
inv_000273,acct_0075,sub_0273,2025-03-21,2025-03-21T12:00:00Z,draft,USD
inv_000274,acct_0076,sub_0274,2025-04-22,2025-04-22T12:00:00Z,void,USD
inv_000275,acct_0077,sub_0275,2025-05-23,2025-05-23T12:00:00Z,failed,USD
inv_000276,acct_0078,sub_0276,2025-06-24,2025-06-24T12:00:00Z,paid,USD
inv_000277,acct_0079,sub_0277,2025-07-25,2025-07-25T12:00:00Z,open,USD
inv_000278,acct_0080,sub_0278,2025-08-26,2025-08-26T12:00:00Z,draft,USD
inv_000279,acct_0081,sub_0279,2025-09-27,2025-09-27T12:00:00Z,void,USD
inv_000280,acct_0082,sub_0280,2025-10-28,2025-10-28T12:00:00Z,failed,USD
inv_000281,acct_0083,sub_0281,2025-01-01,2025-01-01T12:00:00Z,paid,USD
inv_000282,acct_0084,sub_0282,2025-03-02,2025-03-02T12:00:00Z,open,USD
inv_000283,acct_0085,sub_0283,2025-03-03,2025-03-03T12:00:00Z,draft,USD
inv_000284,acct_0086,sub_0284,2025-04-04,2025-04-04T12:00:00Z,void,USD
inv_000285,acct_0087,sub_0285,2025-05-05,2025-05-05T12:00:00Z,failed,USD
inv_000286,acct_0088,sub_0286,2025-06-06,2025-06-06T12:00:00Z,paid,USD
inv_000287,acct_0089,sub_0287,2025-07-07,2025-07-07T12:00:00Z,open,USD
inv_000288,acct_0090,sub_0288,2025-08-08,2025-08-08T12:00:00Z,draft,USD
inv_000289,acct_0091,sub_0289,2025-09-09,2025-09-09T12:00:00Z,void,USD
inv_000290,acct_0092,sub_0290,2025-10-10,2025-10-10T12:00:00Z,failed,USD
inv_000291,acct_0093,sub_0291,2025-01-11,2025-01-11T12:00:00Z,paid,USD
inv_000292,acct_0094,sub_0292,2025-03-12,2025-03-12T12:00:00Z,open,USD
inv_000293,acct_0095,sub_0293,2025-03-13,2025-03-13T12:00:00Z,draft,USD
inv_000294,acct_0096,sub_0294,2025-04-14,2025-04-14T12:00:00Z,void,USD
inv_000295,acct_0097,sub_0295,2025-05-15,2025-05-15T12:00:00Z,failed,USD
inv_000296,acct_0098,sub_0296,2025-06-16,2025-06-16T12:00:00Z,paid,USD
inv_000297,acct_0099,sub_0297,2025-07-17,2025-07-17T12:00:00Z,open,USD
inv_000298,acct_0100,sub_0298,2025-08-18,2025-08-18T12:00:00Z,draft,USD
inv_000299,acct_0101,sub_0299,2025-09-19,2025-09-19T12:00:00Z,void,USD
inv_000300,acct_0102,sub_0300,2025-10-20,2025-10-20T12:00:00Z,failed,USD
inv_000301,acct_0103,sub_0301,2025-01-21,2025-01-21T12:00:00Z,paid,USD
inv_000302,acct_0104,sub_0302,2025-03-22,2025-03-22T12:00:00Z,open,USD
inv_000303,acct_0105,sub_0303,2025-03-23,2025-03-23T12:00:00Z,draft,USD
inv_000304,acct_0106,sub_0304,2025-04-24,2025-04-24T12:00:00Z,void,USD
