purchase_request_id,account_id,requester_user_id,created_at,status,amount_cents,supplier_id
pr_000119,acct_0046,user_000119,2026-03-29T11:00:00Z,approved,36900,supplier_0119
pr_000120,acct_0047,user_000120,2026-03-23T11:00:00Z,submitted,37000,supplier_0120
pr_000121,acct_0048,user_000121,2026-03-24T11:00:00Z,approved,37100,supplier_0121
pr_000122,acct_0049,user_000122,2026-03-25T11:00:00Z,approved,37200,supplier_0122
pr_000123,acct_0050,user_000123,2026-03-26T11:00:00Z,submitted,37300,supplier_0123
pr_000124,acct_0010,user_000124,2026-03-27T11:00:00Z,approved,37400,supplier_0124
pr_000125,acct_0011,user_000125,2026-03-28T11:00:00Z,approved,37500,supplier_0125
pr_000126,acct_0012,user_000126,2026-03-29T11:00:00Z,submitted,37600,supplier_0126
pr_000127,acct_0013,user_000127,2026-03-23T11:00:00Z,approved,37700,supplier_0127
pr_000128,acct_0014,user_000128,2026-03-24T11:00:00Z,approved,37800,supplier_0128
pr_000129,acct_0015,user_000129,2026-03-25T11:00:00Z,submitted,37900,supplier_0129
pr_000130,acct_0016,user_000130,2026-03-26T11:00:00Z,approved,38000,supplier_0130
pr_000131,acct_0017,user_000131,2026-03-27T11:00:00Z,approved,38100,supplier_0131
pr_000132,acct_0018,user_000132,2026-03-28T11:00:00Z,submitted,38200,supplier_0132
pr_000133,acct_0019,user_000133,2026-03-29T11:00:00Z,approved,38300,supplier_0133
pr_000134,acct_0020,user_000134,2026-03-23T11:00:00Z,approved,38400,supplier_0134
pr_000135,acct_0021,user_000135,2026-03-24T11:00:00Z,submitted,38500,supplier_0135
pr_000136,acct_0022,user_000136,2026-03-25T11:00:00Z,approved,38600,supplier_0136
pr_000137,acct_0023,user_000137,2026-03-26T11:00:00Z,approved,38700,supplier_0137
pr_000138,acct_0024,user_000138,2026-03-27T11:00:00Z,submitted,38800,supplier_0138
pr_000139,acct_0025,user_000139,2026-03-28T11:00:00Z,approved,38900,supplier_0139
pr_000140,acct_0026,user_000140,2026-03-29T11:00:00Z,approved,39000,supplier_0140
pr_000141,acct_0027,user_000141,2026-03-23T11:00:00Z,submitted,39100,supplier_0141
pr_000142,acct_0028,user_000142,2026-03-24T11:00:00Z,approved,39200,supplier_0142
pr_000143,acct_0029,user_000143,2026-03-25T11:00:00Z,approved,39300,supplier_0143
pr_000144,acct_0030,user_000144,2026-03-26T11:00:00Z,submitted,39400,supplier_0144
pr_000145,acct_0031,user_000145,2026-03-27T11:00:00Z,approved,39500,supplier_0145
pr_000146,acct_0032,user_000146,2026-03-28T11:00:00Z,approved,39600,supplier_0146
pr_000147,acct_0033,user_000147,2026-03-29T11:00:00Z,submitted,39700,supplier_0147
pr_000148,acct_0034,user_000148,2026-03-23T11:00:00Z,approved,39800,supplier_0148
pr_000149,acct_0035,user_000149,2026-03-24T11:00:00Z,approved,39900,supplier_0149
pr_000150,acct_0036,user_000150,2026-03-25T11:00:00Z,submitted,40000,supplier_0150
pr_000151,acct_0037,user_000151,2026-03-26T11:00:00Z,approved,40100,supplier_0151
pr_000152,acct_0038,user_000152,2026-03-27T11:00:00Z,approved,40200,supplier_0152
pr_000153,acct_0039,user_000153,2026-03-28T11:00:00Z,submitted,40300,supplier_0153
pr_000154,acct_0040,user_000154,2026-03-29T11:00:00Z,approved,40400,supplier_0154
pr_000155,acct_0041,user_000155,2026-03-23T11:00:00Z,approved,40500,supplier_0155
pr_000156,acct_0042,user_000156,2026-03-24T11:00:00Z,submitted,40600,supplier_0156
pr_000157,acct_0043,user_000157,2026-03-25T11:00:00Z,approved,40700,supplier_0157
pr_000158,acct_0044,user_000158,2026-03-26T11:00:00Z,approved,40800,supplier_0158
pr_000159,acct_0045,user_000159,2026-03-27T11:00:00Z,submitted,40900,supplier_0159
pr_000160,acct_0046,user_000160,2026-03-28T11:00:00Z,approved,41000,supplier_0160
pr_000161,acct_0047,user_000161,2026-03-29T11:00:00Z,approved,41100,supplier_0161
pr_000162,acct_0048,user_000162,2026-03-23T11:00:00Z,submitted,41200,supplier_0162
pr_000163,acct_0049,user_000163,2026-03-24T11:00:00Z,approved,41300,supplier_0163
pr_000164,acct_0050,user_000164,2026-03-25T11:00:00Z,approved,41400,supplier_0164
pr_000165,acct_0010,user_000165,2026-03-26T11:00:00Z,submitted,41500,supplier_0165
pr_000166,acct_0011,user_000166,2026-03-27T11:00:00Z,approved,41600,supplier_0166
pr_000167,acct_0012,user_000167,2026-03-28T11:00:00Z,approved,41700,supplier_0167
pr_000168,acct_0013,user_000168,2026-03-29T11:00:00Z,submitted,41800,supplier_0168
pr_000169,acct_0014,user_000169,2026-03-23T11:00:00Z,approved,41900,supplier_0169
pr_000170,acct_0015,user_000170,2026-03-24T11:00:00Z,approved,42000,supplier_0170
pr_000171,acct_0016,user_000171,2026-03-25T11:00:00Z,submitted,42100,supplier_0171
pr_000172,acct_0017,user_000172,2026-03-26T11:00:00Z,approved,42200,supplier_0172
pr_000173,acct_0018,user_000173,2026-03-27T11:00:00Z,approved,42300,supplier_0173
pr_000174,acct_0019,user_000174,2026-03-28T11:00:00Z,submitted,42400,supplier_0174
pr_000175,acct_0020,user_000175,2026-03-29T11:00:00Z,approved,42500,supplier_0175
pr_000176,acct_0021,user_000176,2026-03-23T11:00:00Z,approved,42600,supplier_0176
pr_000177,acct_0022,user_000177,2026-03-24T11:00:00Z,submitted,42700,supplier_0177
pr_000178,acct_0023,user_000178,2026-03-25T11:00:00Z,approved,42800,supplier_0178
pr_000179,acct_0024,user_000179,2026-03-26T11:00:00Z,approved,42900,supplier_0179
pr_000180,acct_0025,user_000180,2026-03-27T11:00:00Z,submitted,43000,supplier_0180
pr_000181,acct_0026,user_000181,2026-03-28T11:00:00Z,approved,43100,supplier_0181
pr_000182,acct_0027,user_000182,2026-03-29T11:00:00Z,approved,43200,supplier_0182
pr_000183,acct_0028,user_000183,2026-03-23T11:00:00Z,submitted,43300,supplier_0183
pr_000184,acct_0029,user_000184,2026-03-24T11:00:00Z,approved,43400,supplier_0184
pr_000185,acct_0030,user_000185,2026-03-25T11:00:00Z,approved,43500,supplier_0185
pr_000186,acct_0031,user_000186,2026-03-26T11:00:00Z,submitted,43600,supplier_0186
pr_000187,acct_0032,user_000187,2026-03-27T11:00:00Z,approved,43700,supplier_0187
pr_000188,acct_0033,user_000188,2026-03-28T11:00:00Z,approved,43800,supplier_0188
pr_000189,acct_0034,user_000189,2026-03-29T11:00:00Z,submitted,43900,supplier_0189
pr_000190,acct_0035,user_000190,2026-03-23T11:00:00Z,approved,44000,supplier_0190
pr_000191,acct_0036,user_000191,2026-03-24T11:00:00Z,approved,44100,supplier_0191
pr_000192,acct_0037,user_000192,2026-03-25T11:00:00Z,submitted,44200,supplier_0192
pr_000193,acct_0038,user_000193,2026-03-26T11:00:00Z,approved,44300,supplier_0193
pr_000194,acct_0039,user_000194,2026-03-27T11:00:00Z,approved,44400,supplier_0194
pr_000195,acct_0040,user_000195,2026-03-28T11:00:00Z,submitted,44500,supplier_0195
pr_000196,acct_0041,user_000196,2026-03-29T11:00:00Z,approved,44600,supplier_0196
pr_000197,acct_0042,user_000197,2026-03-23T11:00:00Z,approved,44700,supplier_0197
pr_000198,acct_0043,user_000198,2026-03-24T11:00:00Z,submitted,44800,supplier_0198
pr_000199,acct_0044,user_000199,2026-03-25T11:00:00Z,approved,44900,supplier_0199
pr_000200,acct_0045,user_000200,2026-03-26T11:00:00Z,approved,45000,supplier_0200
pr_000201,acct_0046,user_000201,2026-03-27T11:00:00Z,submitted,45100,supplier_0201
pr_000202,acct_0047,user_000202,2026-03-28T11:00:00Z,approved,45200,supplier_0202
pr_000203,acct_0048,user_000203,2026-03-29T11:00:00Z,approved,45300,supplier_0203
pr_000204,acct_0049,user_000204,2026-03-23T11:00:00Z,submitted,45400,supplier_0204
pr_000205,acct_0050,user_000205,2026-03-24T11:00:00Z,approved,45500,supplier_0205
pr_000206,acct_0010,user_000206,2026-03-25T11:00:00Z,approved,45600,supplier_0206
pr_000207,acct_0011,user_000207,2026-03-26T11:00:00Z,submitted,45700,supplier_0207
pr_000208,acct_0012,user_000208,2026-03-27T11:00:00Z,approved,45800,supplier_0208
pr_000209,acct_0013,user_000209,2026-03-28T11:00:00Z,approved,45900,supplier_0209
pr_000210,acct_0014,user_000210,2026-03-29T11:00:00Z,submitted,46000,supplier_0210
pr_000211,acct_0015,user_000211,2026-03-23T11:00:00Z,approved,46100,supplier_0211
pr_000212,acct_0016,user_000212,2026-03-24T11:00:00Z,approved,46200,supplier_0212
pr_000213,acct_0017,user_000213,2026-03-25T11:00:00Z,submitted,46300,supplier_0213
pr_000214,acct_0018,user_000214,2026-03-26T11:00:00Z,approved,46400,supplier_0214
pr_000215,acct_0019,user_000215,2026-03-27T11:00:00Z,approved,46500,supplier_0215
pr_000216,acct_0020,user_000216,2026-03-28T11:00:00Z,submitted,46600,supplier_0216
pr_000217,acct_0021,user_000217,2026-03-29T11:00:00Z,approved,46700,supplier_0217
pr_000218,acct_0022,user_000218,2026-03-23T11:00:00Z,approved,46800,supplier_0218
pr_000219,acct_0023,user_000219,2026-03-24T11:00:00Z,submitted,46900,supplier_0219
pr_000220,acct_0024,user_000220,2026-03-25T11:00:00Z,approved,47000,supplier_0220
pr_000221,acct_0025,user_000221,2026-03-26T11:00:00Z,approved,47100,supplier_0221
pr_000222,acct_0026,user_000222,2026-03-27T11:00:00Z,submitted,47200,supplier_0222
pr_000223,acct_0027,user_000223,2026-03-28T11:00:00Z,approved,47300,supplier_0223
pr_000224,acct_0028,user_000224,2026-03-29T11:00:00Z,approved,47400,supplier_0224
pr_000225,acct_0029,user_000225,2026-03-23T11:00:00Z,submitted,47500,supplier_0225
pr_000226,acct_0030,user_000226,2026-03-24T11:00:00Z,approved,47600,supplier_0226
pr_000227,acct_0031,user_000227,2026-03-25T11:00:00Z,approved,47700,supplier_0227
pr_000228,acct_0032,user_000228,2026-03-26T11:00:00Z,submitted,47800,supplier_0228
pr_000229,acct_0033,user_000229,2026-03-27T11:00:00Z,approved,47900,supplier_0229
pr_000230,acct_0034,user_000230,2026-03-28T11:00:00Z,approved,48000,supplier_0230
pr_000231,acct_0035,user_000231,2026-03-29T11:00:00Z,submitted,48100,supplier_0231
pr_000232,acct_0036,user_000232,2026-03-23T11:00:00Z,approved,48200,supplier_0232
pr_000233,acct_0037,user_000233,2026-03-24T11:00:00Z,approved,48300,supplier_0233
pr_000234,acct_0038,user_000234,2026-03-25T11:00:00Z,submitted,48400,supplier_0234
pr_000235,acct_0039,user_000235,2026-03-26T11:00:00Z,approved,48500,supplier_0235
pr_000236,acct_0040,user_000236,2026-03-27T11:00:00Z,approved,48600,supplier_0236
pr_000237,acct_0041,user_000237,2026-03-28T11:00:00Z,submitted,48700,supplier_0237
pr_000238,acct_0042,user_000238,2026-03-29T11:00:00Z,approved,48800,supplier_0238
pr_000239,acct_0043,user_000239,2026-03-23T11:00:00Z,approved,48900,supplier_0239
pr_000240,acct_0044,user_000240,2026-03-24T11:00:00Z,submitted,49000,supplier_0240
pr_000241,acct_0045,user_000241,2026-03-25T11:00:00Z,approved,49100,supplier_0241
pr_000242,acct_0046,user_000242,2026-03-26T11:00:00Z,approved,49200,supplier_0242
pr_000243,acct_0047,user_000243,2026-03-27T11:00:00Z,submitted,49300,supplier_0243
pr_000244,acct_0048,user_000244,2026-03-28T11:00:00Z,approved,49400,supplier_0244
pr_000245,acct_0049,user_000245,2026-03-29T11:00:00Z,approved,49500,supplier_0245
pr_000246,acct_0050,user_000246,2026-03-23T11:00:00Z,submitted,49600,supplier_0246
pr_000247,acct_0010,user_000247,2026-03-24T11:00:00Z,approved,49700,supplier_0247
pr_000248,acct_0011,user_000248,2026-03-25T11:00:00Z,approved,49800,supplier_0248
pr_000249,acct_0012,user_000249,2026-03-26T11:00:00Z,submitted,49900,supplier_0249
pr_000250,acct_0013,user_000250,2026-03-27T11:00:00Z,approved,50000,supplier_0250
pr_000251,acct_0014,user_000251,2026-03-28T11:00:00Z,approved,50100,supplier_0251
pr_000252,acct_0015,user_000252,2026-03-29T11:00:00Z,submitted,50200,supplier_0252
pr_000253,acct_0016,user_000253,2026-03-23T11:00:00Z,approved,50300,supplier_0253
pr_000254,acct_0017,user_000254,2026-03-24T11:00:00Z,approved,50400,supplier_0254
pr_000255,acct_0018,user_000255,2026-03-25T11:00:00Z,submitted,50500,supplier_0255
pr_000256,acct_0019,user_000256,2026-03-26T11:00:00Z,approved,50600,supplier_0256
pr_000257,acct_0020,user_000257,2026-03-27T11:00:00Z,approved,50700,supplier_0257
pr_000258,acct_0021,user_000258,2026-03-28T11:00:00Z,submitted,50800,supplier_0258
pr_000259,acct_0022,user_000259,2026-03-29T11:00:00Z,approved,50900,supplier_0259
pr_000260,acct_0023,user_000260,2026-03-23T11:00:00Z,approved,51000,supplier_0260
pr_000261,acct_0024,user_000261,2026-03-24T11:00:00Z,submitted,51100,supplier_0261
pr_000262,acct_0025,user_000262,2026-03-25T11:00:00Z,approved,51200,supplier_0262
pr_000263,acct_0026,user_000263,2026-03-26T11:00:00Z,approved,51300,supplier_0263
pr_000264,acct_0027,user_000264,2026-03-27T11:00:00Z,submitted,51400,supplier_0264
pr_000265,acct_0028,user_000265,2026-03-28T11:00:00Z,approved,51500,supplier_0265
pr_000266,acct_0029,user_000266,2026-03-29T11:00:00Z,approved,51600,supplier_0266
pr_000267,acct_0030,user_000267,2026-03-23T11:00:00Z,submitted,51700,supplier_0267
pr_000268,acct_0031,user_000268,2026-03-24T11:00:00Z,approved,51800,supplier_0268
pr_000269,acct_0032,user_000269,2026-03-25T11:00:00Z,approved,51900,supplier_0269
pr_000270,acct_0033,user_000270,2026-03-26T11:00:00Z,submitted,52000,supplier_0270
pr_000271,acct_0034,user_000271,2026-03-27T11:00:00Z,approved,52100,supplier_0271
pr_000272,acct_0035,user_000272,2026-03-28T11:00:00Z,approved,52200,supplier_0272
pr_000273,acct_0036,user_000273,2026-03-29T11:00:00Z,submitted,52300,supplier_0273
pr_000274,acct_0037,user_000274,2026-03-23T11:00:00Z,approved,52400,supplier_0274
pr_000275,acct_0038,user_000275,2026-03-24T11:00:00Z,approved,52500,supplier_0275
pr_000276,acct_0039,user_000276,2026-03-25T11:00:00Z,submitted,52600,supplier_0276
pr_000277,acct_0040,user_000277,2026-03-26T11:00:00Z,approved,52700,supplier_0277
pr_000278,acct_0041,user_000278,2026-03-27T11:00:00Z,approved,52800,supplier_0278
pr_000279,acct_0042,user_000279,2026-03-28T11:00:00Z,submitted,52900,supplier_0279
pr_000280,acct_0043,user_000280,2026-03-29T11:00:00Z,approved,53000,supplier_0280
pr_000281,acct_0044,user_000281,2026-03-23T11:00:00Z,approved,53100,supplier_0281
pr_000282,acct_0045,user_000282,2026-03-24T11:00:00Z,submitted,53200,supplier_0282
pr_000283,acct_0046,user_000283,2026-03-25T11:00:00Z,approved,53300,supplier_0283
pr_000284,acct_0047,user_000284,2026-03-26T11:00:00Z,approved,53400,supplier_0284
pr_000285,acct_0048,user_000285,2026-03-27T11:00:00Z,submitted,53500,supplier_0285
pr_000286,acct_0049,user_000286,2026-03-28T11:00:00Z,approved,53600,supplier_0286
pr_000287,acct_0001,user_000287,2026-02-07T11:00:00Z,submitted,95000,supplier_0287
pr_000288,acct_0002,user_000288,2026-02-08T11:00:00Z,approved,96000,supplier_0288
pr_000289,acct_0003,user_000289,2026-02-09T11:00:00Z,rejected,97000,supplier_0289
pr_000290,acct_0004,user_000290,2026-02-10T11:00:00Z,cancelled,98000,supplier_0290
pr_000291,acct_0005,user_000291,2026-02-11T11:00:00Z,draft,99000,supplier_0291
pr_000292,acct_0006,user_000292,2026-02-12T11:00:00Z,submitted,100000,supplier_0292
pr_000293,acct_0007,user_000293,2026-02-13T11:00:00Z,approved,101000,supplier_0293
pr_000294,acct_0008,user_000294,2026-02-14T11:00:00Z,rejected,102000,supplier_0294
pr_000295,acct_0009,user_000295,2026-02-15T11:00:00Z,cancelled,103000,supplier_0295
pr_000296,acct_0010,user_000296,2026-02-16T11:00:00Z,draft,104000,supplier_0296
pr_000297,acct_0011,user_000297,2026-02-17T11:00:00Z,submitted,105000,supplier_0297
pr_000298,acct_0012,user_000298,2026-02-18T11:00:00Z,approved,106000,supplier_0298
pr_000299,acct_0013,user_000299,2026-02-19T11:00:00Z,rejected,107000,supplier_0299
pr_000300,acct_0014,user_000300,2026-02-20T11:00:00Z,cancelled,108000,supplier_0300
pr_000301,acct_0015,user_000301,2026-02-21T11:00:00Z,draft,109000,supplier_0301
pr_000302,acct_0016,user_000302,2026-02-22T11:00:00Z,submitted,110000,supplier_0302
pr_000303,acct_0017,user_000303,2026-02-23T11:00:00Z,approved,10000,supplier_0303
pr_000304,acct_0018,user_000304,2026-02-24T11:00:00Z,rejected,11000,supplier_0304
pr_000305,acct_0019,user_000305,2026-02-25T11:00:00Z,cancelled,12000,supplier_0305
pr_000306,acct_0020,user_000306,2026-02-26T11:00:00Z,draft,13000,supplier_0306
